rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
15665	SERPING1	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1, (angioedema, hereditary)	363288	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15666	SERPINH1	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)	299978	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15667	SERPINI2	serpin peptidase inhibitor, clade I (pancpin), member 2	304615	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15668	SERTAD1	SERTA domain containing 1	130957	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15669	SERTAD2	SERTA domain containing 2	233443	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15670	SERTAD3	SERTA domain containing 3	146096	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15671	SERTAD4	SERTA domain containing 4	266360	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15672	SET	SET translocation (myeloid leukemia-associated)	180287	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15673	SETD3	SET domain containing 3	461036	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15674	SETD4	SET domain containing 4	323803	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15675	SETD6	SET domain containing 6	283384	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15676	SETD7	SET domain containing (lysine methyltransferase) 7	275514	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15677	SETD8	SET domain containing (lysine methyltransferase) 8	216678	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15678	SETDB2	SET domain, bifurcated 2	530545	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15679	SETMAR	SET domain and mariner transposase fusion gene	241518	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15680	SEZ6L2	seizure related 6 homolog (mouse)-like 2	665833	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15681	SF3A2	splicing factor 3a, subunit 2, 66kDa	176865	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15682	SF3B14		96544	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15683	SF3B2	splicing factor 3b, subunit 2, 145kDa	676342	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15684	SF3B3	splicing factor 3b, subunit 3, 130kDa	919023	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15685	SF3B4	splicing factor 3b, subunit 4, 49kDa	303786	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15686	SF4	splicing factor 4	487160	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15687	SFMBT2	Scm-like with four mbt domains 2	642416	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15688	SFN	stratifin	184743	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15689	SFPQ	splicing factor proline/glutamine-rich (polypyrimidine tract binding protein associated)	356050	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15690	SFRP4	secreted frizzled-related protein 4	261940	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15691	SFRP5	secreted frizzled-related protein 5	214854	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15692	SFRS1	splicing factor, arginine/serine-rich 1 (splicing factor 2, alternate splicing factor)	200772	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15693	SFRS11	splicing factor, arginine/serine-rich 11	369396	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15694	SFRS12	splicing factor, arginine/serine-rich 12	413431	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15695	SFRS12IP1	SFRS12-interacting protein 1	104150	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15696	SFRS13B		186748	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15697	SFRS14	splicing factor, arginine/serine-rich 14	803789	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15698	SFRS15	splicing factor, arginine/serine-rich 15	859731	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15699	SFRS16	splicing factor, arginine/serine-rich 16	381254	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15700	SFRS17A	splicing factor, arginine/serine-rich 17A	389119	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15701	SFRS18	splicing factor, arginine/serine-rich 18	593373	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15702	SFRS2	splicing factor, arginine/serine-rich 2	154818	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15703	SFRS2B	splicing factor, arginine/serine-rich 2B	137125	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15704	SFRS2IP	splicing factor, arginine/serine-rich 2, interacting protein	1084435	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15705	SFRS3	splicing factor, arginine/serine-rich 3	126615	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15706	SFRS4	splicing factor, arginine/serine-rich 4	364690	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15707	SFRS5	splicing factor, arginine/serine-rich 5	208327	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15708	SFRS6	splicing factor, arginine/serine-rich 6	227170	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15709	SFRS7	splicing factor, arginine/serine-rich 7, 35kDa	184211	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15710	SFRS8	splicing factor, arginine/serine-rich 8 (suppressor-of-white-apricot homolog, Drosophila)	693567	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15711	SFRS9	splicing factor, arginine/serine-rich 9	158472	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15712	SFT2D1	SFT2 domain containing 1	104125	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15713	SFT2D2	SFT2 domain containing 2	110177	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15714	SFTA2	surfactant associated 2	60973	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15715	SFTA3	surfactant associated 3	55975	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15716	SFTPA1	surfactant, pulmonary-associated protein A1	193052	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15717	SFTPA2	surfactant, pulmonary-associated protein A2	187401	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15718	SFTPB	surfactant, pulmonary-associated protein B	254395	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15719	SFTPC	surfactant, pulmonary-associated protein C	150603	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15720	SFTPD	surfactant, pulmonary-associated protein D	284354	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15721	SFXN1	sideroflexin 1	245092	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15722	SFXN2	sideroflexin 2	249196	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15723	SFXN3	sideroflexin 3	248418	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15724	SFXN4	sideroflexin 4	258429	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15725	SFXN5	sideroflexin 5	245534	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15726	SGCA	sarcoglycan, alpha (50kDa dystrophin-associated glycoprotein)	239569	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15727	SGCB	sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)	232150	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15728	SGCE	sarcoglycan, epsilon	334306	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15729	SGCG	sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein)	214459	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15730	SGEF	Rho guanine nucleotide exchange factor (GEF) 26	515140	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15731	SGK1	serum/glucocorticoid regulated kinase 1	461472	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15732	SGK196		260662	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15733	SGK2	serum/glucocorticoid regulated kinase 2	305274	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15734	SGK269		1292884	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15735	SGK494		218714	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15736	SGMS2	sphingomyelin synthase 2	273943	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15737	SGOL1	shugoshin-like 1 (S. pombe)	416287	0	0	0	3	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15738	SGPL1	sphingosine-1-phosphate lyase 1	433385	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15739	SGPP1	sphingosine-1-phosphate phosphatase 1	250824	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15740	SGPP2	sphingosine-1-phosphate phosphotase 2	244927	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15741	SGSM2	small G protein signaling modulator 2	738940	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15742	SGTB	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta	234753	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15743	SH2B2	SH2B adaptor protein 2	162650	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15744	SH2D1A	SH2 domain protein 1A, Duncan's disease (lymphoproliferative syndrome)	97483	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15745	SH2D1B	SH2 domain containing 1B	102044	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15746	SH2D3A	SH2 domain containing 3A	336730	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15747	SH2D3C	SH2 domain containing 3C	596359	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15748	SH2D4B	SH2 domain containing 4B	209467	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15749	SH2D5	SH2 domain containing 5	260820	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15750	SH2D6	SH2 domain containing 6	110659	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15751	SH2D7	SH2 domain containing 7	275156	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15752	SH3BGR	SH3 domain binding glutamic acid-rich protein	181819	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15753	SH3BGRL	SH3 domain binding glutamic acid-rich protein like	80329	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15754	SH3BGRL3	SH3 domain binding glutamic acid-rich protein like 3	60334	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15755	SH3BP2	SH3-domain binding protein 2	366819	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15756	SH3BP5	SH3-domain binding protein 5 (BTK-associated)	309186	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15757	SH3D19	SH3 domain containing 19	597576	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15758	SH3GL3	SH3-domain GRB2-like 3	250936	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15759	SH3GLB1	SH3-domain GRB2-like endophilin B1	272049	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15760	SH3KBP1	SH3-domain kinase binding protein 1	519027	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15761	SH3PXD2B	SH3 and PX domains 2B	676266	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15762	SH3RF1	SH3 domain containing ring finger 1	661343	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15763	SH3RF2	SH3 domain containing ring finger 2	547500	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15764	SH3RF3	SH3 domain containing ring finger 3	393295	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15765	SH3YL1	SH3 domain containing, Ysc84-like 1 (S. cerevisiae)	185692	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15766	SHANK3	SH3 and multiple ankyrin repeat domains 3	565552	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15767	SHARPIN	SHANK-associated RH domain interactor	243760	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15768	SHC4	SHC (Src homology 2 domain containing) family, member 4	474713	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15769	SHD	Src homology 2 domain containing transforming protein D	242668	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15770	SHE	Src homology 2 domain containing E	300604	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15771	SHISA2	shisa homolog 2 (Xenopus laevis)	137572	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15772	SHISA3	shisa homolog 3 (Xenopus laevis)	134290	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15773	SHISA5	shisa homolog 5 (Xenopus laevis)	160316	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15774	SHOC2	soc-2 suppressor of clear homolog (C. elegans)	434135	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15775	SHOX2	short stature homeobox 2	198597	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15776	SHPK	sedoheptulokinase	349174	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15777	SHQ1	SHQ1 homolog (S. cerevisiae)	400193	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15778	SHROOM1	shroom family member 1	475876	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15779	SI	sucrase-isomaltase (alpha-glucosidase)	1363611	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15780	SIAH1	seven in absentia homolog 1 (Drosophila)	233505	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15781	SIAH2	seven in absentia homolog 2 (Drosophila)	203997	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15782	SIGIRR	single immunoglobulin and toll-interleukin 1 receptor (TIR) domain	251569	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15783	SIGLEC10	sialic acid binding Ig-like lectin 10	516577	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15784	SIGLEC12	sialic acid binding Ig-like lectin 12	464548	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15785	SIGLEC15	sialic acid binding Ig-like lectin 15	101086	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15786	SIGLEC5	sialic acid binding Ig-like lectin 5	319102	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15787	SIGLEC7	sialic acid binding Ig-like lectin 7	352258	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15788	SIGMAR1	sigma non-opioid intracellular receptor 1	112537	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15789	SIK1	salt-inducible kinase 1	438229	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15790	SIKE1	suppressor of IKBKE 1	160668	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15791	SIL1	SIL1 homolog, endoplasmic reticulum chaperone (S. cerevisiae)	322581	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15792	SILV	silver homolog (mouse)	499359	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15793	SIM2	single-minded homolog 2 (Drosophila)	379898	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15794	SIN3A	SIN3 homolog A, transcription regulator (yeast)	958288	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15795	SIP1	survival of motor neuron protein interacting protein 1	216984	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15796	SIRPB2	signal-regulatory protein beta 2	257218	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15797	SIRPD	signal-regulatory protein delta	150030	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15798	SIRPG	signal-regulatory protein gamma	271078	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15799	SIRT1	sirtuin (silent mating type information regulation 2 homolog) 1 (S. cerevisiae)	452970	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15800	SIRT3	sirtuin (silent mating type information regulation 2 homolog) 3 (S. cerevisiae)	236950	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15801	SIRT5	sirtuin (silent mating type information regulation 2 homolog) 5 (S. cerevisiae)	244710	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15802	SIRT6	sirtuin (silent mating type information regulation 2 homolog) 6 (S. cerevisiae)	155193	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15803	SIRT7	sirtuin (silent mating type information regulation 2 homolog) 7 (S. cerevisiae)	240027	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15804	SIT1	signaling threshold regulating transmembrane adaptor 1	105118	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15805	SIVA1	SIVA1, apoptosis-inducing factor	122262	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15806	SIX3	SIX homeobox 3	199018	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15807	SIX4	SIX homeobox 4	521890	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15808	SIX6	SIX homeobox 6	177245	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15809	SKA2	spindle and kinetochore associated complex subunit 2	110985	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15810	SKA3	spindle and kinetochore associated complex subunit 3	294065	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15811	SKAP2	src kinase associated phosphoprotein 2	271614	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15812	SKI	v-ski sarcoma viral oncogene homolog (avian)	283493	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15813	SKIL	SKI-like oncogene	510519	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15814	SKP1	S-phase kinase-associated protein 1	132539	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15815	SKP2	S-phase kinase-associated protein 2 (p45)	366131	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15816	SLA	Src-like-adaptor	204945	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15817	SLA2	Src-like-adaptor 2	200225	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15818	SLAIN1	SLAIN motif family, member 1	262330	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15819	SLAMF1	signaling lymphocytic activation molecule family member 1	253200	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15820	SLAMF7	SLAM family member 7	254435	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15821	SLAMF9	SLAM family member 9	217956	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15822	SLBP	stem-loop binding protein	162555	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15823	SLC10A1	solute carrier family 10 (sodium/bile acid cotransporter family), member 1	261844	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15824	SLC10A4	solute carrier family 10 (sodium/bile acid cotransporter family), member 4	213551	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15825	SLC10A6	solute carrier family 10 (sodium/bile acid cotransporter family), member 6	283340	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15826	SLC10A7	solute carrier family 10 (sodium/bile acid cotransporter family), member 7	267898	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15827	SLC11A1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	400515	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15828	SLC11A2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	438285	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15829	SLC13A1	solute carrier family 13 (sodium/sulfate symporters), member 1	449111	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15830	SLC13A2	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2	485299	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15831	SLC13A3	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	419439	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15832	SLC14A1	solute carrier family 14 (urea transporter), member 1 (Kidd blood group)	300854	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15833	SLC15A1	solute carrier family 15 (oligopeptide transporter), member 1	537619	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15834	SLC15A2	solute carrier family 15 (H+/peptide transporter), member 2	559985	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15835	SLC15A3	solute carrier family 15, member 3	303568	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15836	SLC15A4	solute carrier family 15, member 4	302229	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15837	SLC16A1	solute carrier family 16, member 1 (monocarboxylic acid transporter 1)	373500	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15838	SLC16A10	solute carrier family 16, member 10 (aromatic amino acid transporter)	345578	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15839	SLC16A11	solute carrier family 16, member 11 (monocarboxylic acid transporter 11)	177653	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15840	SLC16A14	solute carrier family 16, member 14 (monocarboxylic acid transporter 14)	380904	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15841	SLC16A3	solute carrier family 16, member 3 (monocarboxylic acid transporter 4)	274572	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
